Registration Number,Operator,Airframe Report Date,Airframe Hours,Airframe Landings,ATA and Code,Tracked By Equipment,Equipment Hours,Equipment Cycles,Equipment Landings,Equipment RIN,Item Type,Requirement Type,Disposition,Group,Description,Reference,Part Number,Serial Number,Work Order,Scheduled,Estimated Work Hours,Notes,Compliance Date,Compliance Hours,Compliance Landings,Compliance Cycles,Compliance RIN,Interval Days,Interval Months,Interval Hours,Interval Landings,Interval Cycles,Interval RIN,Tolerance Months,Tolerance Days,Tolerance Hours,Tolerance Landings,Tolerance Cycles,Tolerance RIN,Next Due Date,Max Next Due Date,Next Due Hours,Max Next Due Hours,Next Due Landings,Max Next Due Landings,Next Due Cycles,Max Next Due Cycles,Next Due RIN,Max Next Due RIN,Remaining Days,Max Remaining Days,Remaining Months,Max Remaining Months,Remaining Hours,Max Remaining Hours ,Remaining Landings,Max Remaining Landings,Remaining Cycles,Max Remaining Cycles,Remaining RIN,Max Remaining RIN,Is Optional,Next Due Status,Aircraft Grounded,Estimated Due Date,Months Since New,Months Since Overhaul,Months Since Repair,Hours Since New,Hours Since Overhaul,Hours Since Repair,Landings Since New,Landings Since Overhaul,Landings Since Repair,Tags,SalesForce Case Number
N731HC,IHC Health Services,2026-02-20,11.1,0,05 1000,Airframe,11.1,,0.0,,INSPECTION,,,,50 HOUR/60 DAY INSPECTION (SCHEDULED INSPECTION PROGRAM),,,,,,,Completed IAW Agusta MM.,,,,,,60.0,0.0,50.0,0.0,0.0,0.0,,10.0,10.0,,,,2026-02-27,,50.0,,,,,,,,-1.0,,0.0,,38.9,,,,,,,,No,Within Tolerance,,2026-02-27,,,,,,,,,,,
N731HC,IHC Health Services,2026-02-20,11.1,0,25 25-413,Airframe,11.1,,0.0,,INSPECTION,,,,STEP BAR PROTECTION - EXAMINE TEFLON PROTECTIONS FOR CONDITION,,,,,,,,,,,,,60.0,0.0,50.0,0.0,0.0,0.0,,10.0,10.0,,,,2026-02-27,,50.0,,,,,,,,-1.0,,0.0,,38.9,,,,,,,,No,Within Tolerance,,2026-02-27,,,,,,,,,,,
N731HC,IHC Health Services,2026-02-20,11.1,0,62 02[218],Airframe,11.1,,0.0,,INSPECTION,,,,MAIN ROTOR FLOATING RING AND DROOP STOP PLATES - GREASE - SERVICING [62-02],,,,,,,Completed IAW Agusta MM.,,,,,,90.0,0.0,50.0,0.0,0.0,0.0,,10.0,10.0,,,,2026-02-27,,50.0,,,,,,,,-1.0,,0.0,,38.9,,,,,,,,No,Within Tolerance,,2026-02-27,,,,,,,,,,,
N731HC,IHC Health Services,2026-02-20,11.1,0,62 03[219],Airframe,11.1,,0.0,,INSPECTION,,,,SWASHPLATE (2 PLACES) - GREASE - SERVICING [62-03],,,,,,,Completed IAW Agusta MM.,,,,,,90.0,0.0,50.0,0.0,0.0,0.0,,10.0,10.0,,,,2026-02-27,,50.0,,,,,,,,-1.0,,0.0,,38.9,,,,,,,,No,Within Tolerance,,2026-02-27,,,,,,,,,,,
N261HC,IHC Health Services,2026-02-28,6073.7,19337,72 0100.1,Airframe,6073.7,,19337.0,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,"Completed PAC IAW Agusta & Pratt & Whitney Instructions. 
#1 Engine N1 91.3, TRQ 90, TOT 757, N2 102, OAT +8, PA 5309, IAS 12       +20
#2 Engine N1 90.4, TRQ 89, TOT 753, N2 101, OAT +8, PA 5306, IAS 12       +20",2026-02-07,6048.5,19267.0,,,30.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2026-03-09,,6073.5,,,,,,,,9.0,,0.0,,-0.2,,,,,,,,No,Within Tolerance,,2026-02-28,,,,,,,,,,PILOT GOM,
N291HC,IHC Health Services,2026-02-28,5888.5,20625,35 GMM CH 5-7.6,Airframe,5888.5,,20625.0,,INSPECTION,,,,INSTALLED PORTABLE OXYGEN BOTTLES  7 DAY VERIFICATION OF HYDROSTATIC DATE,GMM,,,,,,INSTALLED PORTABLE OXYGEN BOTTLES  7 DAY VERIFICATION OF HYDROSTATIC DATE was found in satisfactory condition at this time. IAW GMM,2026-02-21,5878.3,20585.0,,,7.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,2026-02-28,,,,,,,,,,0.0,,0.0,,,,,,,,,,No,Coming Due,,2026-02-28,,,,,,,,,,PILOT GOM,
N731HC,IHC Health Services,2026-02-20,11.1,0,35 GMM CH 5-7.6.1,Airframe,11.1,,0.0,,INSPECTION,,,,MONTHLY PORTABLE OXYGEN BOTTLE EXCHANGE WITH VENDOR SERVICED UNIT,GMM,,,,,,"Installed vendor serviced bottles,  Pilot ""B"" Cylinder Hydro Date:  09/22 UE Expires 9/2032 and Medical ""D"" Cylinder Hydro Date 6-2022  Expires 06/2027. No Discrepancies at this Time. All Work Completed IAW ILF GMM.",2026-01-28,,,,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2026-02-28,,,,,,,,,,0.0,,0.0,,,,,,,,,,No,Coming Due,,2026-02-28,,,,,,,,,,,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,53 SP 53 14,Airframe,3319.7,,11060.0,92.0,INSPECTION,,,,"UPPER DECK - PERFORM A DETAILED INSPECTION OF THE UPPER DECK AREA AND PANELS FOR CRACKS, CORROSION, DEBONDING AND DAMAGE. - SPECIAL INSPECTION [53-14]",,,,32.0,,,,2024-02-28,2520.1,8114.0,,92.0,0.0,48.0,800.0,0.0,0.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,2028-02-29,,3320.1,,,,,,,,1.0,,24.0,,0.4,,,,,,,,No,Coming Due,,2026-02-28,,,,,,,,,,,
N291HC,IHC Health Services,2026-02-28,5888.5,20625,25 50,Hoist 1,83.1,1666.0,,,INSPECTION,,,GVI,"RESCUE HOIST OIL LEVEL SIGHT AND ADJACENT AREAS - EXAMINE FOR CORRECT OIL LEVEL, OIL COLORATION AND LEAKS (AFTER THE LAST USE OF THE DAY OR BEFORE THE FIRST FLIGHT OF THE DAY)",0B-B-25-91-01-00A-281C-A,,,,,,"C/W RESCUE HOIST OIL LEVEL SIGHT AND ADJACENT AREAS - EXAMINE FOR CORRECT OIL LEVEL, OIL COLORATION AND LEAKS (AFTER THE LAST USE OF THE DAY OR BEFORE THE FIRST FLIGHT OF THE DAY) ref AW109SP AMP CH0B-B-25-91-01-00A-281C-A
Found oil level to be within serviceable limits.",2026-02-28,83.1,,1666.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,2026-03-01,,,,,,,,,,1.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-01,,,,,,,,,,,
N291HC,IHC Health Services,2026-02-28,5888.5,20625,25 50.01,Hoist 1,83.1,1666.0,,,INSPECTION,,,,RESCUE HOIST INSPECTION AFTER LAST FLIGHT/USE OF THE DAY,,,,,,,C/W RESCUE HOIST INSPECTION AFTER LAST FLIGHT/USE OF THE DAY ref AW109SP AMP CH 25 No defects noted. 160' cable.,2026-02-28,83.1,,1666.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2026-03-01,,,,,,,,,,1.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-01,,,,,,,,,,,
N291HC,IHC Health Services,2026-02-28,5888.5,20625,25 51,Hoist 1,83.1,1666.0,,,INSPECTION,,,GVI,RESCUE HOIST CABLE - GVI OF CABLE MAXIMUM LENGTH USED DURING THE DAY,,,,,,,Max hoist length 145 ft. 160ft of cable inspected. No defects noted.,2026-02-28,83.1,,1666.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,2026-03-01,,,,,,,,,,1.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-01,,,,,,,,,,,
N291HC,IHC Health Services,2026-02-28,5888.5,20625,25 60,Hoist 1,83.1,1666.0,,,INSPECTION,,,GVI,GVI AFTER LAST USE OF THE DAY- INSPECT HOOK ASSEMBLY FOR FREEDOM OF ROTATION AND BUMPER ASSEMBLY FOR CONDITION AND DAMAGE.,,,,,,,Hoist hook inspected for freedom of rotation and bumper assembly for condition and damage. No defects noted.,2026-02-28,83.1,,1666.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2026-03-01,,,,,,,,,,1.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-01,,,,,,,,,,,
N731HC,IHC Health Services,2026-02-20,11.1,0,26 DT26-02.3,Airframe,11.1,,0.0,,PART,Expiration,RII,RH ENG FE,(RII) FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #3,,30600-22,N/A..,,,,,2024-03-01,,,,,0.0,144.0,,0.0,0.0,0.0,,,,,,,2026-03-01,,,,,,,,,,1.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-01,,,,,,,,,,RII,
N261HC,IHC Health Services,2026-02-28,6073.7,19337,35 GMM CH 5-7.6,Airframe,6073.7,,19337.0,,INSPECTION,,,,INSTALLED PORTABLE OXYGEN BOTTLES  7 DAY VERIFICATION OF HYDROSTATIC DATE,GMM,,,,,,"Pilot ""B"" Cylinder Hydro Date:  09/2022 UE Expires 09/2032 and Medical ""D"" Cylinder Hydro Date 06/2022 Expires 06/2027. No Discrepancies at this Time. All Work Completed IAW ILF GMM.",2026-02-22,6062.6,19309.0,,,7.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,2026-03-01,,,,,,,,,,1.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-01,,,,,,,,,,PILOT GOM,
N251HC,IHC Health Services,2026-02-28,6043.9,16742,35 GMM CH 5-7.6,Airframe,6043.9,,16742.0,0.0,INSPECTION,,,,INSTALLED PORTABLE OXYGEN BOTTLES  7 DAY VERIFICATION OF HYDROSTATIC DATE,GMM,,,,,,"Pilot ""B"" Cylinder Hydro Date:  06/2023 UE Expires 06/2033 and Medical ""D"" Cylinder Hydro Date 04/2024 Expires 04/2029. No Discrepancies at this Time. All Work Completed IAW ILF GMM.",2026-02-22,6035.8,16727.0,,,7.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,2026-03-01,,,,,,,,,,1.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-01,,,,,,,,,,Pilot Task; PILOT GOM,
N251HC,IHC Health Services,2026-02-28,6043.9,16742,72 0100,Engine 1,2063.1,5976.0,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,"REFERENCE- LCF  CONSISTENCY CK LOCATED IN UCR-LIFE FLIGHT MECHANICS FOLDER
#1 Engine LCF CT: 5300 PT: 4938 IM: 2622",2026-01-09,2025.5,,5868.0,,0.0,0.0,40.0,0.0,0.0,0.0,,,10.0,,,,,,2065.5,,,,,,,,,,,,2.4,,,,,,,,No,Coming Due,,2026-03-02,,,,,,,,,,,
N251HC,IHC Health Services,2026-02-28,6043.9,16742,72 0100,Engine 2,2771.1,7317.0,,,INSPECTION,,,,NO. 2 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,"REFERENCE- LCF  CONSISTENCY CK LOCATED IN UCR-LIFE FLIGHT MECHANICS FOLDER
#2 Engine LCF CT: 6835  PT: 6449 IM: 3346",2026-01-09,2733.5,,,,0.0,0.0,40.0,0.0,0.0,0.0,,,10.0,,,,,,2773.5,,,,,,,,,,,,2.4,,,,,,,,No,Coming Due,,2026-03-02,,,,,,,,,,,
N281HC,IHC Health Services,2026-02-28,6494.7,21732,35 GMM CH 5-7.6,Airframe,6494.7,,21732.0,,INSPECTION,,,,INSTALLED PORTABLE OXYGEN BOTTLES  7 DAY VERIFICATION OF HYDROSTATIC DATE,GMM,,,,,,All onboard oxygen bottles found to have current hydrostatic test. REF GMM CH 5-7.6,2026-02-23,6485.4,21702.0,,,7.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,2026-03-02,,,,,,,,,,2.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-02,,,,,,,,,,PILOT GOM,
N281HC,IHC Health Services,2026-02-28,6494.7,21732,72 0100.1,Airframe,6494.7,,21732.0,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,"Power assurance check IAW Leonardo  AW109 SP RFM
ENG #1: PA 4151 OAT +14
ENG #2: PA 4129 OAT +13
ENG. #1 N1 90.7 / TRQ 90 / TOT 744 / N2 101 Result= Pass +37
ENG. #2 N1 90.5 / TRQ 89 / TOT 754 / N2 101 Result= Pass +24",2026-02-11,6473.0,21659.0,,,30.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2026-03-13,,6498.0,,,,,,,,13.0,,0.0,,3.3,,,,,,,,No,Coming Due,,2026-03-02,,,,,,,,,,PILOT GOM,
N631HC,IHC Health Services,2026-02-23,1847.1,6508,73 0007,Engine 1,1784.9,,,,PART,,RII,,(RII) NO. 1 ENGINE - FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,,,NAA,,,,Installed  Nozzle Kit #2 for #1 engine,2022-03-07,987.2,,,,0.0,0.0,800.0,0.0,0.0,0.0,,,190.0,,,,,,1787.2,,,,,,,,,,,,2.3,,,,,,,,No,Coming Due,,2026-03-02,,,,0.0,,,,,,RII,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,72 0100.1,Airframe,3319.7,,11060.0,92.0,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,"ENG1 N1 89.7 TRQ 82 TOT 737 N2 102 OAT+14 PA +4287 PASS 23
ENG2 N1 90.5 TRQ 87 TOT 733 N2 102 OAT+14 PA +4287 PASS 37",2026-02-15,3298.7,10978.0,,92.0,30.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2026-03-17,,3323.7,,,,,,,,17.0,,0.0,,4.0,,,,,,,,No,Coming Due,,2026-03-03,,,,,,,,,,PILOT GOM,
N431HC,IHC Health Services,2026-02-28,1998.7,7017,35 GMM CH 5-7.6,Airframe,1998.7,,7017.0,0.0,INSPECTION,,,,INSTALLED PORTABLE OXYGEN BOTTLES  7 DAY VERIFICATION OF HYDROSTATIC DATE,GMM,,,,,,All onboard oxygen bottles found to have current hydrostatic test. REF GMM CH 5-7.6,2026-02-25,1996.4,7012.0,,,7.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,2026-03-04,,,,,,,,,,4.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-04,,,,,,,,,,PILOT GOM,
N271HC,IHC Health Services,2026-02-28,6969.0,25948,72 0100,Engine 2,4039.7,0.0,,,INSPECTION,,,,ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,[10 HOUR WINDOW],2026-01-19,4005.4,,,,0.0,0.0,40.0,0.0,0.0,0.0,,,10.0,,,,,,4045.4,,,,,,,,,,,,5.7,,,,,,,,No,Coming Due,,2026-03-05,,,,,,,,,,,
N281HC,IHC Health Services,2026-02-28,6494.7,21732,34 GOM,Airframe,6494.7,,21732.0,,INSPECTION,,FAR 91.171,,VOR  30 DAY CHECK,,,,,,,Completed Dual VOR FFU 116.60 084R +/-0 degree error,2026-02-03,6459.0,21610.0,,,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2026-03-05,,,,,,,,,,5.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-05,,,,,,,,,,PILOT GOM,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,35 GMM CH 5-7.6,Airframe,3319.7,,11060.0,92.0,INSPECTION,,,,INSTALLED PORTABLE OXYGEN BOTTLES  7 DAY VERIFICATION OF HYDROSTATIC DATE,GMM,,,32.0,,,C/W INSTALLED PORTABLE OXYGEN BOTTLES  7 DAY VERIFICATION OF HYDROSTATIC DATE ref GMM CH 5-7.6.,2026-02-26,3317.3,11047.0,,92.0,7.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,2026-03-05,,,,,,,,,,5.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-05,,,,,,,,,,PILOT GOM,
N271HC,IHC Health Services,2026-02-28,6969.0,25948,35 GMM CH 5-7.6,Airframe,6969.0,,25948.0,,INSPECTION,,,,INSTALLED PORTABLE OXYGEN BOTTLES  7 DAY VERIFICATION OF HYDROSTATIC DATE,,,,,,,All onboard oxygen bottles found to have current hydrostatic test. REF GMM CH 5-7.6,2026-02-26,6967.4,25945.0,,,7.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,2026-03-05,,,,,,,,,,5.0,,0.0,,,,,,,,,,No,Coming Due,,2026-03-05,,,,,,,,,,PILOT GOM,
N271HC,IHC Health Services,2026-02-28,6969.0,25948,72 0100,Engine 1,2869.2,0.0,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,"REFERENCE- LCF  CONSISTENCY CK LOCATED IN UCR-LIFE FLIGHT MECHANICS FOLDER
#2 Engine LCF CT: 8952 PT: 8242 IM: 4204",2025-12-11,2836.3,,,,0.0,0.0,40.0,,0.0,,0.0,0.0,10.0,,0.0,,,,2876.3,,,,,,,,,,,,7.1,,,,,,,,No,Coming Due,,2026-03-06,,,,,,,,,,,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,21 90 [5],Airframe,3319.7,,11060.0,92.0,INSPECTION,,,,ENVIRONMENTAL CONTROL SYSTEM [OPT] - HEAT EXCHANGER - DO DETAILED EXAMINATION FOR CONDITION AND OBSTRUCTION,,,,32.0,,,[400 INITIAL HOUR REQ.] [10 HOUR WINDOW],2026-01-06,3228.5,10685.0,,92.0,0.0,0.0,100.0,0.0,0.0,0.0,,,10.0,,,,,,3328.5,,,,,,,,,,,,8.8,,,,,,,,No,Coming Due,,2026-03-06,,,,,,,,,,,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,64 01[273],Airframe,3319.7,,11060.0,92.0,INSPECTION,,,,TAIL ROTOR - DO A CHECK FOR CORRECT DYNAMIC BALANCE - SPECIAL INSPECTION [64-01],,,,32.0,,,,2026-01-07,3228.5,10685.0,,92.0,0.0,0.0,100.0,0.0,0.0,0.0,,,10.0,,,,,,3328.5,,,,,,,,,,,,8.8,,,,,,,,No,Coming Due,,2026-03-06,,,,,,,,,,,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,64 01[276],Airframe,3319.7,,11060.0,92.0,INSPECTION,,,,TAIL ROTOR PITCH CHANGE MECHANISM DUPLEX BEARING - GREASE - SERVICING [64-01],,,,32.0,,,,2026-01-05,3228.5,10685.0,,92.0,0.0,6.0,100.0,0.0,0.0,0.0,1.0,,10.0,,,,2026-07-31,,3328.5,,,,,,,,3.0,,5.0,,8.8,,,,,,,,No,Coming Due,,2026-03-06,,,,,,,,,,,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,65 01[290],Airframe,3319.7,,11060.0,92.0,INSPECTION,,RII,TRGB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,32.0,,,Serviced with Aeroshell 2380,2026-01-05,3228.5,10685.0,,92.0,0.0,6.0,100.0,0.0,0.0,0.0,1.0,,10.0,,,,2026-07-31,,3328.5,,,,,,,,3.0,,5.0,,8.8,,,,,,,,No,Coming Due,,2026-03-06,,,,,,,,,,RII,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,65 04,Airframe,3319.7,,11060.0,92.0,INSPECTION,,,,TAIL ROTOR DRIVE SHAFT FITTINGS SAFETY PINS - EXAMINE FOR FREEDOM OF ROTATION - SPECIAL INSPECTION [65-04],0B-A-65-11-00-00A-281A-A,,,32.0,,,,2026-01-06,3228.5,10685.0,,92.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,,3328.5,,,,,,,,,,,,8.8,,,,,,,,No,Coming Due,,2026-03-06,,,,,,,,,,,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,05 1000,Airframe,3319.7,,11060.0,92.0,INSPECTION,,,,50 HOUR/60 DAY INSPECTION (SCHEDULED INSPECTION PROGRAM),0B-B-05-44-00-01A-00,,,32.0,,,"CW  50 HOUR/60 DAY INSPECTION (SCHEDULED INSPECTION PROGRAM) ref AW109SP AMP CH0B-B-05-44-00-01A-00 , No defects noted.",2026-02-05,3280.3,10892.0,,92.0,60.0,0.0,50.0,0.0,0.0,0.0,,10.0,10.0,,,,2026-04-06,,3330.3,,,,,,,,9.0,,1.0,,10.6,,,,,,,,No,Coming Due,,2026-03-07,,,,,,,,,,,
N531HC,IHC Health Services,2026-02-28,3319.7,11060,62 02[218],Airframe,3319.7,,11060.0,92.0,INSPECTION,,,,MAIN ROTOR FLOATING RING AND DROOP STOP PLATES - GREASE - SERVICING [62-02],,,,32.0,,,,2026-02-05,3280.3,10892.0,,92.0,90.0,0.0,50.0,0.0,0.0,0.0,,10.0,10.0,,,,2026-05-06,,3330.3,,,,,,,,8.0,,2.0,,10.6,,,,,,,,No,Coming Due,,2026-03-07,,,,,,,,,,,
